DNI,nombre_completo,promedio_ponderado,creditos_aprobados,facultad,anio_ingreso,condicion_socioeconomica
74216952,Heliodoro Sotelo-Benitez,15.61,122,Salud Pública,2021,Alto
26781362,Marc Aguiló-Pou,15.12,78,Medicina,2019,Bajo
30340863,Susana Mariño Machado,12.96,55,Veterinaria,2019,Bajo
97746109,Odalis Pavón Cabañas,14.17,48,Estomatología,2020,Bajo
59753749,Trinidad Pi Nogueira,17.3,92,Medicina,2020,Medio
70388714,Virginia Pascuala Briones Prat,14.78,110,Psicología,2023,Medio
68350331,Nazaret Cañellas Barberá,12.08,133,Veterinaria,2021,Bajo
32838943,Rodrigo Ríos Escalona,19.36,50,Veterinaria,2020,Bajo
69939112,Buenaventura Delgado Gabaldón,18.83,158,Veterinaria,2024,Medio
70149281,Roxana Leon Valdés,18.2,89,Estomatología,2022,Alto
40284088,José María Morata-Estevez,16.84,165,Veterinaria,2018,Medio
62566729,Ciro Simó-Dalmau,12.36,88,Veterinaria,2023,Alto
48998469,Alexandra Madrigal Enríquez,13.55,177,Estomatología,2021,Medio
15425700,Gastón Peláez Lozano,13.44,20,Veterinaria,2024,Alto
34001913,Patricio Palomares,18.86,105,Salud Pública,2021,Bajo
69957939,Moisés Quintanilla-Robledo,13.14,195,Estomatología,2024,Medio
27065980,Belen de Fernandez,19.17,184,Veterinaria,2018,Bajo
19272755,Emilio Moll Morell,18.89,164,Psicología,2020,Medio
78048848,Tadeo Anselmo Abella Garzón,14.87,139,Medicina,2020,Alto
48824433,Casemiro de Baró,17.35,75,Psicología,2024,Medio
33481877,Alma Márquez Alegre,13.65,118,Ciencias,2020,Medio
98073002,Íñigo Piña Nadal,18.67,169,Medicina,2019,Medio
52511643,Jeremías Jordi Cantero Vélez,12.45,57,Medicina,2022,Bajo
54212029,Armando Humberto Estévez Gracia,18.1,53,Salud Pública,2020,Medio
43630093,Merche Pera Ureña,17.79,185,Veterinaria,2018,Bajo
32274884,José Mari del Carretero,17.36,70,Estomatología,2018,Alto
12157851,Primitiva Villar Ángel,12.49,46,Medicina,2023,Alto
52507423,Marc del Santana,13.26,164,Estomatología,2020,Bajo
75047519,León Costa Casals,15.77,65,Psicología,2019,Bajo
22493597,Asunción Taboada Montero,17.47,188,Psicología,2018,Alto
44231121,Gloria Salas Pedraza,16.92,122,Ciencias,2022,Bajo
29958092,Adalberto Merino-Verdejo,15.03,79,Medicina,2021,Bajo
78671271,Virgilio Miralles Almansa,19.12,25,Veterinaria,2018,Bajo
92861193,Evelia Fernández Zabala,17.87,73,Ciencias,2018,Alto
23048965,Amador Cámara Puga,18.34,53,Salud Pública,2022,Medio
20359482,Teodosio Vicens Tudela,18.66,159,Veterinaria,2023,Medio
93128099,Albert Calderon Pérez,15.62,180,Medicina,2018,Medio
65397460,Rosalina Valcárcel Chaparro,11.36,65,Veterinaria,2024,Medio
51597305,Sarita Galindo Aznar,11.51,148,Psicología,2021,Medio
74604874,Vasco Alarcón,17.43,81,Estomatología,2018,Alto
84081570,Victoria Agustín Vazquez,17.05,48,Medicina,2024,Bajo
91091506,Clemente Esparza-Torres,13.41,139,Estomatología,2023,Bajo
32244569,Roberto Diéguez-Prada,16.85,166,Psicología,2019,Bajo
87531404,Nélida Elías Gárate,13.54,132,Psicología,2022,Alto
68553128,Lucio Fuertes,12.2,175,Estomatología,2022,Medio
88815640,Norberto de Águila,15.47,196,Salud Pública,2018,Alto
39076133,Haroldo Gonzalez-Núñez,16.32,138,Medicina,2024,Bajo
77502034,Loreto Gallego Ríos,13.26,141,Ciencias,2018,Bajo
96100763,Salomé del Chaves,17.49,183,Medicina,2019,Bajo
37379126,Ascensión del Riquelme,17.84,78,Medicina,2023,Medio
75832928,Lucas Aramburu Priego,11.23,28,Medicina,2018,Alto
32719482,Ámbar Ariza Carlos,19.83,183,Psicología,2018,Medio
59769660,Noa Águila-Montalbán,14.36,49,Salud Pública,2021,Medio
82639290,Leocadia Soria Santana,15.77,135,Medicina,2023,Bajo
51615769,Joaquín Clavero Martorell,14.53,144,Ciencias,2020,Alto
42798390,Pili Maricela Soto Cordero,12.14,134,Medicina,2024,Medio
20233538,Delfina Benet Ros,18.9,135,Estomatología,2021,Medio
66223891,Filomena Montesinos Goñi,14.84,142,Salud Pública,2020,Medio
51961176,Reynaldo Saldaña Correa,19.88,163,Veterinaria,2021,Medio
75629244,Leandra Arnal Acevedo,15.69,79,Medicina,2019,Alto
70143650,Azeneth Esparza,15.86,108,Ciencias,2019,Bajo
64196409,Mónica Rafaela Lorenzo Montoya,16.65,186,Estomatología,2019,Medio
66347767,Humberto Perez Díez,11.39,23,Veterinaria,2020,Medio
74671797,Bárbara Constanza Palomino Batalla,12.78,151,Estomatología,2020,Alto
16948665,María José Velasco Tenorio,13.57,162,Ciencias,2018,Medio
35280154,Natalia Carmona Serrano,13.12,104,Medicina,2020,Medio
34715543,Celestino Manzano Domingo,19.51,186,Salud Pública,2020,Medio
68518457,Gabino Lasa Jáuregui,16.01,109,Estomatología,2019,Medio
64255124,Herminia Cantón Cepeda,14.57,133,Salud Pública,2020,Alto
22089561,Ruperta Pascual Hurtado,17.08,112,Ciencias,2019,Bajo
10799109,Américo Lumbreras,11.65,102,Medicina,2018,Medio
25486153,Aránzazu Guitart Puga,12.55,90,Salud Pública,2020,Bajo
17395799,Amarilis Medina Castro,11.4,159,Ciencias,2018,Bajo
98510702,Rosa María Alemán-Herrera,11.71,162,Ciencias,2020,Medio
89552201,Casemiro Monreal Carreño,17.38,141,Veterinaria,2024,Alto
50100373,Alma Olmedo Cabello,14.24,60,Ciencias,2019,Alto
96737245,Ciriaco Silva Contreras,15.45,170,Ciencias,2021,Bajo
56862172,Eutropio Donaire Berrocal,12.29,175,Salud Pública,2018,Bajo
29705296,Gala Almagro-Casals,18.03,23,Psicología,2024,Medio
65011873,José Manuel Pla-Ramirez,12.96,65,Medicina,2023,Bajo
80919143,Gaspar Carbajo,19.04,142,Veterinaria,2022,Medio
32069366,Rosalinda Nicolau Salcedo,16.26,24,Ciencias,2018,Medio
69991213,Nacho Avilés Gisbert,15.08,133,Medicina,2023,Medio
45042135,Nico Leon Morales,18.72,195,Psicología,2024,Alto
32297653,Emma Fernández Carlos,18.07,41,Estomatología,2022,Alto
29211314,Martina Molins Torrecilla,17.03,95,Veterinaria,2019,Bajo
58776070,Sergio Pérez Palomino,15.96,35,Estomatología,2020,Medio
35270123,Heliodoro Jacobo Vallejo Ortega,18.02,47,Salud Pública,2022,Alto
37230724,Joaquín Arenas Bello,12.68,47,Medicina,2018,Alto
69460235,Leocadia Alfaro Báez,18.27,195,Ciencias,2023,Alto
16439728,Fulgencio Domínguez Gonzalez,13.15,45,Salud Pública,2023,Alto
21208356,Jorge Rico Bosch,11.38,182,Ciencias,2019,Bajo
71002479,Leonardo Diego Blázquez Prat,13.58,97,Estomatología,2019,Alto
20573717,Nereida Concha Heredia Gomez,13.89,69,Estomatología,2022,Alto
88772284,Cosme Fortunato Alemán Perelló,17.8,124,Estomatología,2018,Medio
38527511,Andrés Lisandro Gordillo Gargallo,14.88,192,Estomatología,2020,Alto
77629454,Rosalía Sáenz Arroyo,17.57,139,Psicología,2018,Medio
52845934,León del Nicolás,17.26,68,Salud Pública,2023,Bajo
42422297,Lisandro Huguet Bello,16.76,113,Veterinaria,2019,Bajo
50803405,Raimundo Puerta-Lara,16.71,29,Ciencias,2024,Alto
17800029,Evaristo Luque Arnau,19.4,168,Veterinaria,2019,Alto
69617010,Jacinta del Andreu,15.77,172,Ciencias,2020,Alto
21023245,Lidia Zaragoza Arellano,11.14,30,Psicología,2022,Bajo
47579001,Calixta Tamayo Moles,13.37,58,Psicología,2024,Medio
21763776,Gabriel Duarte Llamas,13.69,191,Medicina,2024,Bajo
54308767,Adelina Badía Méndez,14.93,102,Medicina,2022,Medio
82830129,Emma Núñez Carbó,12.43,146,Psicología,2022,Bajo
68721813,Flavia Amor Beltrán,12.27,190,Veterinaria,2019,Bajo
45276790,Evangelina Almagro Acosta,15.15,141,Medicina,2023,Bajo
30225999,Natalia Llabrés,15.21,155,Veterinaria,2019,Medio
94851032,Américo Luz Roldán,15.36,71,Estomatología,2018,Alto
83434881,María Teresa Pinto-Lledó,12.94,129,Ciencias,2020,Medio
36027611,Roberto Hernandez Teruel,11.95,55,Ciencias,2024,Medio
72169266,Anselmo de Carreras,19.37,39,Estomatología,2018,Bajo
79517426,Severo Pinto Alcaraz,13.59,196,Salud Pública,2022,Bajo
72054731,Javi de Cepeda,15.98,74,Medicina,2021,Medio
13386210,Carmelita Albero Melero,13.15,40,Estomatología,2024,Bajo
92827464,Melania Cantón,15.57,170,Medicina,2023,Medio
84913348,Samanta Sanabria Benavides,15.21,175,Ciencias,2018,Medio
33303423,Hilario Gual Medina,17.09,174,Psicología,2021,Medio
98499740,Horacio Martín Correa Fabregat,11.76,184,Veterinaria,2022,Bajo
53753166,Porfirio Fábregas-Sacristán,12.66,120,Estomatología,2024,Medio
49102350,Pastora Galiano Baró,19.42,35,Psicología,2024,Medio
37605479,Eulalia Guadalupe Mateos Naranjo,15.93,159,Estomatología,2023,Alto
20660142,Fernanda Marisol Rodrigo Iglesia,11.11,80,Veterinaria,2021,Alto
91702798,Chita Barros Mir,19.14,78,Ciencias,2018,Bajo
28960874,Odalis Viana Muñoz,14.77,126,Estomatología,2019,Medio
59748746,Lucho Zurita Samper,18.36,77,Medicina,2021,Alto
55786318,Edelmira de Jaume,17.45,68,Medicina,2024,Alto
94044520,Josefina Lobo Palomar,16.45,79,Ciencias,2020,Alto
81257663,Fermín Burgos Campo,14.63,26,Psicología,2020,Medio
50993878,Chita Quirós Criado,11.0,66,Estomatología,2018,Medio
11489512,Isidro Fajardo Duran,17.33,176,Estomatología,2024,Alto
18218034,Leonel Figuerola Borja,19.31,172,Medicina,2018,Alto
50098816,Carmelo Tejada Barrena,17.1,158,Psicología,2023,Medio
68245182,Eric Ramos Agustín,16.31,191,Psicología,2022,Medio
18060060,Malena Arce Marin,13.88,186,Ciencias,2022,Bajo
28504358,Mirta Pareja Terrón,19.82,31,Ciencias,2023,Medio
14449367,Vito Gelabert Mayol,13.03,61,Estomatología,2022,Medio
82352389,Yésica del Morán,14.45,94,Psicología,2023,Bajo
22453751,Fortunato Ortiz,11.17,49,Medicina,2021,Medio
87415905,Bernarda Ropero,13.96,146,Ciencias,2018,Bajo
60537065,Porfirio Franco,14.91,114,Psicología,2023,Medio
62246534,Victor del Noriega,11.23,85,Ciencias,2021,Alto
69488590,Rafaela Dueñas,18.75,196,Ciencias,2020,Alto
70421800,Fortunata Ojeda Zamora,15.5,75,Veterinaria,2022,Alto
23916364,Blanca de Alfaro,11.83,90,Ciencias,2018,Medio
22718295,Eusebia Moya Silva,15.18,56,Veterinaria,2019,Alto
61947574,Édgar Felix Antón Valencia,18.12,125,Salud Pública,2020,Medio
15470878,Nieves Jiménez Alberdi,19.39,101,Salud Pública,2020,Medio
87607951,Flavio Aitor Colom Barros,18.85,183,Medicina,2020,Bajo
57985092,Montserrat Vaquero Losa,17.64,35,Psicología,2020,Alto
84430318,Isidora Tolosa,14.32,164,Medicina,2024,Medio
82884346,Melania Marco Gimenez,17.87,157,Medicina,2018,Alto
58793104,Jesús Jordán Nuñez,15.9,36,Ciencias,2022,Medio
72105097,Geraldo Valero-Cortés,12.07,35,Psicología,2022,Alto
37684996,Sergio del Cabanillas,13.22,196,Estomatología,2024,Bajo
92817558,Carmen del Hervás,14.58,23,Medicina,2020,Bajo
68419730,Judith Coloma Tenorio,11.84,33,Ciencias,2022,Bajo
60737110,Angelina Adadia Sainz,15.48,125,Veterinaria,2018,Medio
57963129,Efraín Crespi,11.01,79,Medicina,2023,Medio
95969936,Pancho Barranco,11.31,72,Ciencias,2021,Alto
59573551,Ignacia Barba Orozco,11.69,74,Ciencias,2023,Medio
87194493,Curro Marco Leiva,17.52,152,Medicina,2018,Bajo
26216532,Amanda Maza Flores,11.18,180,Veterinaria,2022,Alto
19826865,Ariel del Porras,19.46,41,Ciencias,2023,Medio
72852632,Jesús Vazquez Fernández,16.85,146,Medicina,2018,Bajo
10585282,Palmira Diéguez Arellano,12.63,24,Medicina,2023,Alto
32251721,Begoña Espinosa-Heras,18.45,103,Salud Pública,2018,Medio
46224376,Remigio Bauzà Gaya,19.31,104,Medicina,2020,Medio
56023033,Brunilda María Fernanda Anguita Toledo,12.79,50,Salud Pública,2022,Medio
63093987,Lorena Murcia Artigas,19.79,56,Veterinaria,2024,Alto
25525700,Leandra Plana Bellido,11.06,81,Veterinaria,2024,Bajo
32380241,Jennifer Puente Recio,14.56,177,Ciencias,2022,Alto
82220267,Quirino Oliva Llabrés,14.62,37,Estomatología,2020,Bajo
35457927,Elpidio Lastra Leon,11.46,187,Psicología,2022,Bajo
16723548,Ainoa Tur-Romeu,17.35,53,Estomatología,2019,Bajo
74250317,Bienvenida Villalonga-Cerezo,17.0,137,Estomatología,2023,Alto
94529950,Pablo Rivero,18.14,113,Salud Pública,2019,Bajo
51298825,Américo de Arregui,13.41,39,Estomatología,2021,Medio
29642655,Sara Isaura Pascual Grande,16.2,185,Psicología,2021,Medio
49749279,Américo Aragonés Villar,18.1,91,Psicología,2019,Bajo
40040433,Sandra Castells Aragonés,16.88,161,Ciencias,2018,Bajo
11727497,Dionisio Zurita Quintero,18.52,197,Veterinaria,2020,Bajo
67927030,Herminia Arranz Bilbao,19.59,168,Salud Pública,2021,Medio
25402392,Tere del Fortuny,15.19,34,Psicología,2020,Medio
50007639,Lorenzo Carlos-Bou,12.01,128,Ciencias,2018,Medio
54074234,Alfredo Vaquero Requena,15.15,186,Medicina,2019,Alto
15262075,Natalio Múgica,17.3,84,Estomatología,2023,Alto
49395983,Josep Tomás Tur,12.2,127,Psicología,2018,Alto
69231447,Etelvina Exposito Marti,17.12,116,Ciencias,2023,Alto
69110294,Seve del Cueto,17.27,153,Ciencias,2024,Alto
59299428,Maite Gálvez-Caballero,15.93,156,Salud Pública,2019,Bajo
53275184,Paloma Pujadas Pallarès,19.37,109,Ciencias,2019,Medio
80334135,Jesús Bustamante Ordóñez,13.98,55,Ciencias,2023,Bajo
24346693,Trinidad de Castejón,11.84,152,Ciencias,2018,Alto
50434917,Tomás Segura Sandoval,13.46,28,Medicina,2020,Medio
23181335,Genoveva Vilaplana Goñi,16.0,143,Ciencias,2022,Bajo
44128624,Andrés Felipe Porcel Bayo,13.94,41,Medicina,2024,Bajo
25270256,Benita Lumbreras Arana,12.51,64,Medicina,2024,Medio
25643264,Demetrio Casal Murcia,19.19,181,Estomatología,2020,Alto
54913845,Josefina Ruiz Giner,13.22,39,Salud Pública,2021,Bajo
25769961,Rocío Bayón-Cornejo,13.9,172,Medicina,2023,Bajo
20191240,Carla Iborra Machado,17.23,96,Salud Pública,2021,Bajo
74986201,Pía Carpio-Alvarado,11.81,181,Medicina,2018,Bajo
12238357,Teodora Bibiana Arias Arias,13.47,36,Veterinaria,2024,Medio
90131945,Manuel Guerra Tolosa,14.05,52,Ciencias,2024,Alto
15070490,Maxi Dueñas,12.83,197,Veterinaria,2021,Medio
98128904,Porfirio de Figueroa,15.03,73,Veterinaria,2024,Medio
86299916,Lupita Blanch Céspedes,18.92,125,Medicina,2024,Medio
50594189,Rafael Escamilla Girón,18.22,199,Estomatología,2022,Bajo
51559145,Modesto Castilla Huertas,13.12,35,Ciencias,2020,Alto
37018537,Manu Cabrero Ibarra,16.48,130,Ciencias,2023,Bajo
98917595,Felicia Planas Goicoechea,12.64,180,Psicología,2018,Bajo
28905429,Filomena González Navarrete,18.07,148,Ciencias,2018,Alto
61853481,Humberto Checa,18.27,183,Estomatología,2022,Bajo
95859718,Ariel Carlos Sastre García,13.69,72,Medicina,2019,Bajo
62841284,Jennifer Otilia Mendizábal Mate,14.64,79,Medicina,2018,Medio
19157167,Victor Manuel Cifuentes Coll,18.58,82,Psicología,2023,Bajo
31027801,Paulina Huerta Prada,16.73,108,Medicina,2021,Alto
65100000,Adalberto de Ariño,11.6,106,Salud Pública,2021,Alto
82654802,Aurelio Cifuentes Peralta,19.06,168,Ciencias,2024,Medio
15606711,Jordi Viña Echeverría,16.06,125,Ciencias,2018,Bajo
63861490,Yésica Torrijos Tirado,12.89,50,Ciencias,2023,Alto
61189115,Cristian Esteve Martín,15.0,70,Ciencias,2022,Bajo
58347592,Régulo Gallo Carrión,11.57,29,Salud Pública,2021,Medio
43931472,Jonatan del Verdugo,14.33,196,Estomatología,2020,Bajo
60968885,Fernando del Carrillo,19.94,125,Estomatología,2018,Bajo
28628533,Ileana Ródenas,17.2,100,Veterinaria,2021,Medio
37770315,Concepción Real Lluch,13.31,161,Ciencias,2018,Alto
43378076,Roberto Belda Jover,11.89,184,Medicina,2019,Medio
91598958,Fabio Mármol Aznar,14.91,88,Veterinaria,2023,Bajo
85509164,Anna Farré,12.46,54,Salud Pública,2018,Medio
35525144,Flavio Becerra Rubio,12.67,87,Estomatología,2020,Alto
87829983,Manu Torres Cerdán,12.32,88,Psicología,2024,Medio
25299246,Jeremías Montesinos Gaya,13.6,94,Ciencias,2020,Medio
78976548,Marco Yáñez Valverde,18.05,99,Psicología,2022,Bajo
24627929,Gerardo del Manuel,13.06,169,Psicología,2023,Medio
82136831,Remigio Sastre Prat,18.85,98,Medicina,2022,Bajo
90471884,Guiomar Belmonte Gibert,13.48,176,Medicina,2019,Bajo
49704231,Sandalio Sabater-Arco,16.94,160,Veterinaria,2022,Bajo
81345849,Elías Blanca Peláez,11.51,125,Veterinaria,2021,Alto
59951526,Rogelio Duarte Quintero,17.45,124,Estomatología,2021,Bajo
45868374,Héctor Mosquera Martínez,11.54,110,Estomatología,2018,Bajo
86654096,Carmelita de Salmerón,19.86,109,Veterinaria,2020,Bajo
90055832,Luis Miguel Vara-Flores,11.69,186,Veterinaria,2019,Medio
69025472,Sebastian Perea Valentín,11.54,103,Estomatología,2019,Alto
24603950,Albano Sanabria,17.15,36,Estomatología,2018,Alto
72118210,Sergio Torrens Alfonso,16.72,160,Estomatología,2021,Medio
40736989,Kike Roma,19.65,59,Ciencias,2023,Bajo
18941725,Antonia Mendoza Pont,16.49,171,Veterinaria,2020,Medio
73546710,Jose Angel Fabra Hernando,18.9,167,Veterinaria,2020,Alto
46730682,Rico Sureda Borrás,14.82,134,Psicología,2019,Alto
12790367,Jovita Margarita Diéguez Goñi,11.6,52,Salud Pública,2021,Medio
65563975,Bárbara Tello Losada,12.79,85,Veterinaria,2023,Alto
93323041,Montserrat Santiago Ávila,16.51,76,Salud Pública,2022,Medio
34568322,Jose Antonio Salamanca-Jaume,15.36,179,Veterinaria,2023,Bajo
27797893,Roberta Casal,14.77,105,Veterinaria,2021,Bajo
95730210,Nélida Castell Almagro,14.76,178,Estomatología,2019,Alto
69946826,Jenaro Valcárcel,18.04,117,Medicina,2019,Medio
30713245,Trini Dávila Caro,12.52,153,Veterinaria,2023,Medio
13857109,Baudelio Acedo Ibañez,14.76,168,Ciencias,2022,Bajo
59664746,Noelia Morcillo-Trillo,13.39,160,Ciencias,2024,Alto
74085868,Ana Ayala Enríquez,16.75,146,Veterinaria,2019,Alto
65307976,María Dolores Lillo Planas,16.53,168,Estomatología,2023,Bajo
71820576,Adelia de Amat,13.1,74,Psicología,2020,Medio
42481982,Teodora Antón Jódar,18.49,177,Ciencias,2021,Bajo
62573497,Santiago Lucas Leal Cardona,18.64,108,Estomatología,2021,Bajo
93813344,Teófila Torrijos-Río,16.76,54,Estomatología,2023,Bajo
29668031,Luis Ángel del Campoy,19.5,64,Medicina,2019,Medio
12709345,Aitor Herrero Cueto,17.73,125,Ciencias,2022,Medio
37309974,Feliciano Nevado,18.75,139,Psicología,2023,Medio
77620729,Anunciación Quirós Escolano,19.95,65,Salud Pública,2020,Bajo
74933689,Teodora Griselda Lasa Diez,13.22,144,Salud Pública,2023,Medio
51726027,Coral Cepeda Garrido,16.36,106,Medicina,2022,Bajo
55330542,Basilio Graciano Viana Llanos,14.61,162,Medicina,2024,Medio
13736918,Isabel Lasa Diéguez,18.91,133,Ciencias,2020,Alto
75242395,Berta Roldán Olmedo,15.16,192,Ciencias,2024,Alto
77074908,Juana Aguilar Fernández,13.28,68,Medicina,2022,Alto
49846756,David del Baena,11.44,53,Salud Pública,2023,Bajo
21276590,Bárbara Bernat Español,19.27,36,Salud Pública,2022,Medio
18905105,Victor Manuel Ripoll Varela,17.05,106,Estomatología,2019,Medio
90264854,Luciana Quintana,14.8,176,Estomatología,2018,Alto
59885798,Loida de Velázquez,14.18,174,Salud Pública,2024,Bajo
85677420,Macario Pablo Pelayo Carretero,17.28,117,Medicina,2020,Medio
63349355,Clotilde Jimenez Alberola,16.62,62,Estomatología,2020,Medio
41410785,Marcial Fortunato Luque Esparza,18.96,23,Estomatología,2022,Alto
38021036,Otilia Cuervo Giralt,13.4,26,Veterinaria,2021,Medio
34658294,Albino Amigó Galán,17.74,136,Veterinaria,2018,Alto
38461711,Zacarías Ayllón,18.19,189,Estomatología,2022,Bajo
87506558,Leonel Duran Saldaña,11.22,145,Ciencias,2024,Medio
83681791,Ana Tormo-Priego,18.99,116,Estomatología,2020,Alto
25023164,Alfonso Sabater Mendez,13.16,197,Ciencias,2024,Medio
99482632,Octavio Cañizares,13.99,180,Salud Pública,2024,Medio
53098456,Pepe Ángel Roselló,17.58,114,Medicina,2024,Bajo
56856853,Liliana Azorin Alarcón,13.48,105,Estomatología,2022,Bajo
42892375,Darío Alemán Vélez,16.7,91,Veterinaria,2018,Bajo
30071417,Cirino Cañellas Bravo,17.65,199,Veterinaria,2023,Medio
39250135,Borja Ferrando Roldán,18.74,107,Estomatología,2022,Alto
55270389,Enrique de Jerez,18.29,149,Veterinaria,2019,Bajo
93296699,Samanta Herrera,18.61,79,Ciencias,2023,Bajo
25899120,Enrique Llano Ros,11.34,148,Salud Pública,2022,Medio
10317492,Ainara Aznar Jiménez,11.37,192,Salud Pública,2023,Medio
25883809,Paula Carro-Roldan,13.65,112,Salud Pública,2019,Alto
23077305,Nilo Pedro Gutierrez,18.73,181,Ciencias,2019,Medio
60507666,Jose Francisco Casanova Moraleda,19.58,91,Psicología,2019,Medio
77348545,Rubén Jerez-Querol,15.9,141,Ciencias,2021,Medio
65235980,Donato Galan Ramis,12.46,27,Salud Pública,2023,Bajo
81647781,Luis Yáñez Barón,14.88,87,Medicina,2021,Bajo
21959370,Francisco Javier Amaya-Valbuena,19.9,40,Salud Pública,2019,Bajo
70574131,Graciela Azcona Herranz,11.76,109,Estomatología,2018,Medio
89888309,Eva Castañeda Pedro,19.43,107,Psicología,2018,Alto
96941025,Odalys Baena,12.72,69,Veterinaria,2022,Bajo
65647845,Adoración Cañas Bartolomé,17.93,190,Ciencias,2018,Alto
66606988,Ariel Canals Burgos,18.96,71,Estomatología,2018,Alto
26391629,Ofelia Peñalver Serna,19.23,21,Ciencias,2021,Bajo
50058990,Baudelio Almagro Galvez,18.2,153,Salud Pública,2024,Medio
62805217,Saturnina Olivé Milla,13.04,81,Estomatología,2019,Medio
76600356,Abilio Cerdá Suarez,18.57,108,Psicología,2023,Alto
78196386,Coral de Poza,16.74,82,Veterinaria,2018,Bajo
89986910,Ángel Casals Robledo,11.1,66,Veterinaria,2021,Medio
71995384,Fabiola Vilalta Frutos,19.91,53,Medicina,2022,Medio
25891760,Amelia Garriga Ayala,19.38,140,Ciencias,2021,Medio
16760238,Alejandro Tena Blanes,15.61,32,Ciencias,2018,Bajo
89407069,Delfina Garcés Galiano,11.46,137,Ciencias,2020,Bajo
68408903,María Dolores Cuervo Beltrán,16.09,194,Ciencias,2019,Medio
69876928,Bernardita Bárcena Galván,13.26,148,Medicina,2023,Alto
10793094,Florinda Riquelme,16.85,70,Estomatología,2020,Medio
78385843,Nerea Rosselló Llanos,13.9,91,Salud Pública,2022,Medio
34569478,Goyo Puig Sastre,15.01,111,Psicología,2019,Medio
95994762,Alicia Grau,14.03,38,Psicología,2022,Bajo
70160211,Yago Sancho Bárcena Capdevila,12.42,109,Salud Pública,2021,Bajo
50525738,Rubén Bermúdez Ferrera,11.23,64,Salud Pública,2023,Alto
78422267,Manu Pedro Santamaria,16.77,88,Medicina,2018,Alto
22489782,Gervasio Alvarez Enríquez,12.76,77,Ciencias,2024,Alto
19807752,Juan Carlos Múñiz Carretero,17.94,43,Ciencias,2018,Bajo
50414211,Armida del Zurita,14.39,87,Ciencias,2021,Alto
66264526,Amarilis Mora Saura,18.85,141,Psicología,2019,Alto
51909326,Feliciana Pozuelo,13.64,33,Veterinaria,2024,Alto
12759385,Leocadia María Del Carmen Delgado Izquierdo,11.24,170,Medicina,2021,Bajo
91071301,Aura Casanovas Llorente,16.46,148,Medicina,2024,Alto
48310046,Chus Juan José Arroyo Lluch,19.56,181,Salud Pública,2021,Medio
24244143,Ismael Beltran,11.81,49,Psicología,2022,Medio
78979495,Eugenia Vélez Ledesma,12.74,101,Ciencias,2018,Medio
29318354,Amílcar Gámez Pedrosa,16.17,144,Estomatología,2022,Alto
18549513,Pepito Botella Roda,18.98,21,Veterinaria,2021,Bajo
98478975,Mamen Roldán Vall,19.53,150,Ciencias,2019,Alto
65435640,Verónica Bernat Ibáñez,14.94,107,Psicología,2024,Medio
47655987,Lalo Villalonga Prat,15.79,111,Veterinaria,2020,Bajo
82124602,Apolinar Teodoro Carpio Pareja,15.06,40,Psicología,2019,Bajo
30974412,Begoña Jáuregui-Palacio,19.15,180,Salud Pública,2020,Alto
88987705,Francisco Javier Pujol Roldán,17.76,116,Ciencias,2023,Medio
37462783,Nydia Ibáñez Lluch,16.88,113,Ciencias,2023,Bajo
35611698,Daniela del Royo,16.9,89,Psicología,2021,Medio
40621508,Reyna Posada,17.96,121,Ciencias,2024,Medio
63528616,Atilio Suarez Vidal,15.74,27,Medicina,2020,Medio
88226462,Abigaíl Garriga-Alcolea,14.39,145,Medicina,2019,Bajo
21301471,Florentina Palomares-Reyes,18.6,25,Salud Pública,2023,Medio
53299048,Gisela Carballo Vilanova,17.49,34,Estomatología,2023,Alto
10453921,Marcelino Díaz-Zamora,19.67,162,Veterinaria,2021,Medio
76554038,Atilio Raimundo Morera Alberdi,13.11,75,Salud Pública,2023,Bajo
10981931,Ariadna Caro Gálvez,17.42,24,Medicina,2022,Alto
36387276,Zoraida Estrella Gómez Cámara,17.85,67,Ciencias,2019,Alto
63841777,Dalila Cordero,19.2,147,Estomatología,2022,Medio
70126776,Balduino Cerdán Segovia,13.17,22,Medicina,2020,Alto
46342738,Ignacia Bárcena-Oliveras,14.74,80,Ciencias,2020,Bajo
84392053,Iris Narváez Arnal,19.82,149,Medicina,2020,Medio
21890793,Dorotea Cadenas Mena,16.71,49,Medicina,2021,Bajo
35615321,Vera Esteban-Llopis,14.1,56,Ciencias,2020,Medio
30175475,Natanael Cabanillas Valcárcel,17.77,177,Estomatología,2020,Medio
71380088,Desiderio Vizcaíno Dalmau,17.47,127,Salud Pública,2019,Bajo
41347830,Maximiliano Moliner Arranz,18.96,44,Estomatología,2019,Bajo
60385523,Tiburcio del Cózar,15.81,67,Psicología,2024,Bajo
97841455,Xavier Nogueira Lledó,19.36,101,Medicina,2020,Medio
81415638,Adalberto del Bou,11.76,135,Ciencias,2024,Bajo
39900045,Alcides Gual Monreal,12.79,83,Ciencias,2019,Medio
84706259,Sonia de Barreda,11.64,129,Psicología,2024,Bajo
30421522,Lilia Río Armas,13.06,186,Veterinaria,2020,Bajo
59109237,Eloy Saura-Castelló,18.81,181,Ciencias,2019,Bajo
88627881,Alonso Lopez,13.28,185,Salud Pública,2020,Medio
50181560,Jesús Rodríguez Espinosa,16.36,59,Estomatología,2019,Medio
97941542,Martin Alemany Zurita,18.86,119,Estomatología,2018,Medio
